source,case_seq,case_no,case_name,doc_url,clause_title,opinion,opinion_source,gold_risk_level_candidate,articles,gold_risk_type_candidates,rationale,clause_text,review_status
법제처 OPEN API/ftc,1215,,TAZO휘트니스의 회원이용약관상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=1215&type=HTML,(문서 전체 — 조항 구분 없음),무효,명시,위험,"제8조,제9조",과도한 위약금|일방적 계약 해지|권리행사 제한|보증금 반환 지연,"1215 시정권고서 2010약관1716 (2) 심사결과 : 무효 대중체육시설 이용계약은「방문판매 등에 관한 법률」(이하 '방판법’이라 한다)상 계속적인 계약(계속거래)에 해당하는 것으로 고객은 계약기간 중 언제든지 해지할 수 있으며 소비자의 사정으로 계약이 해지된 경우 계약 해지로 인해 발생하는 손실에 상당하는 적정 위약금을 제외한 나머지 대금을 환급해야 할 것이다.(방판법 제29조, 제30조) 그러나 당해 약관조항은 원칙적으로 강습료를 환불하지 않으며 특정한 사유에 의해서만 환불이 가능하도록 규정되어 있다. 따라서 위 약관조항은 약관법 제9조 제1호 소정의 법률의 규정에 의한 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항에 해당하여 무효이다. 또한, 여신전문금융업법에 따르면 신용카드가맹점은 신용카드회원에 대하여 현금결제회원에 비해 불리한 대우를 하지 못하도록 하고 있고, 가맹점수수료를 신용카드회원에게 부담시키지 못하도록 규정하고 있으며, 가맹점은 자신의 매출 확대를 위해 고객과의 최초 계약체결 시 자신이 신용카드사에게 가맹점수수료를 부담할 것을 전제로 체육시설 이용료에 대해 신용카드를 통한 결제를 용인하고 있어 설사 고객의 사정으로 인하여 계약이 해지되었다고 하더라도 카드결제회원에 대해 위약금(이용료의 10%)이외에 추가로 가맹점수수료(4%)를 부담하도록 한 당해 약관조항은 여신전문금융업법(법 제19조 제1항 및 제3항)에 위반될 뿐만 아니라 신의칙에도 반한다고 할 것이다. 따라서 당해 약관조항은 약관법 제8조 소정의 고객에 대하여 부당하게 과중한 손해배상의무를 부담시키는 약관조항이자 동 법 제6조 제2항 제1호 소정의 고객에 대하여 부당하게 불리한 약관조항에 해당하여 무효이다. ]]> (2) 심사결과 : 무효 대중체육시설 이용계약은「방문판매 등에 관한 법률」(이하 '방판법’이라 한다)상 계속적인 계약(계속거래)에 해당하는 것으로 고객은 계약기간 중 언제든지 해지할 수 있으며 소비자의 사정으로 계약이 해지된 경우 계약 해지로 인해 발생하는 손실에 상당하는 적정 위약금을 제외한 나머지 대금을 환급해야 할 것이다.(방판법 제29조, 제30조) 그러나 당해 약관조항은 원칙적으로 강습료를 환불하지 않으며 특정한 사유에 의해서만 환불이 가능하도록 규정되어 있다. 따라서 위 약관조항은 약관법 제9조 제1호 소정의 법률의 규정에 의한 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항에 해당하여 무효이다. 또한, 여신전문금융업법에 따르면 신용카드가맹점은 신용카드회원에 대하여 현금결제회원에 비해 불리한 대우를 하지 못하도록 하고 있고, 가맹점수수료를 신용카드회원에게 부담시키지 못하도록 규정하고 있으며, 가맹점은 자신의 매출 확대를 위해 고객과의 최초 계약체결 시 자신이 신용카드사에게 가맹점수수료를 부담할 것을 전제로 체육시설 이용료에 대해 신용카드를 통한 결제를 용인하고 있어 설사 고객의 사정으로 인하여 계약이 해지되었다고 하더라도 카드결제회원에 대해 위약금(이용료의 10%)이외에 추가로 가맹점수수료(4%)를 부담하도록",,미검수
법제처 OPEN API/ftc,10545,,UCC휘트니스의 회원신청서상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=10545&type=HTML,위약금 조항,무효,명시,위험,"제8조,제9조",과도한 위약금|일방적 계약 해지|권리행사 제한|보증금 반환 지연,"2. 위약금 조항 가. 약관조항 나. 심사의견 : 무효 ○ 대중체육시설업에 있어서 고객의 사정에 의한 중도해지시 위약금은 일반적으로 전체 거래대금의 10%와 고객이 이용일수에 따른 일할계산금액을 제외한 금액이라고 할 것이며, 이는 표준약관이나 소비자분쟁해결기준에도 규정되어 있음. ○ 그러나 피심인의 위 약관 제3조 제3호는 고객이 납부한 금액 중 부가세 10%, 등록비 10%, 카드수수료 5%(카드 사용시)를 공제하고 환불해 주며, 1일을 사용한 경우에도 월기준 요금을 공제하고 부과한다고 규정하고 있음. - 부가세는 모든 거래시 수반되는 것이므로 이용료에 포함되어 있음에도 불구하고 피심인은 별도로 부가세를 중복공제하고 있으며, 설령 부가세로 인하여 사업자에게 실손해가 있다 할지라도 이는 해지시 통상적으로 지급하는 위약금(거래대금의 10%정도)에 포함되어 있다고 봄이 타당함. - 또한, 중도해지시 고객의 서비스 미사용분에 대한 환불과 관련하여 카드회원의 경우 현금회원과 달리 사업자의 카드수수료 부담 분을 추가로 5%를 공제하는 것은 비록 카드결제 고객에 대해 사업자가 초기수수료를 부담하였다하더라도 그 비용부담은 고객을 더 많이 유치하기 위한 사업자 이익에도 부합되는 측면이 있으며, 여신전문금융업법(제19조 제3항)에 따르면 신용카드 가맹점은 가맹점수수료를 신용카드 회원에게 부담하게 하여서는 아니된다고 규정하고 있고, 설령 이를 사업자의 실손해로 본다고 하더라도 이는 해지시 통상의 위약금(거래대금의 10%정도)에 포함되어 있다고 봄이 타당함. - 아울러 피심인은 고객이 1일을 이용한 경우에도 월 기준으로 이용요금을 공제하고 환급한다고 규정하고 있는데, 이는 소비자분쟁해결기준 및 표준약관은 물론 일반거래관행에 비추어 볼 때 과도한 위약금이라고 할 것임. - 따라서 피심인의 위 약관조항은 고객에게 부당하게 과중한 손해배상 의무를 부담시키는 조항이자 계약의 해지로 인한 사업자의 원상회복의무를 부당하게 경감하는 조항으로 약관법 제8조 및 제9조 제4호에 해당됨. ]]> 나. 심사의견 : 무효 ○ 대중체육시설 이용계약은 「방문판매등에 관한 법률」상 계속계약에 해당하는 것으로, 고객은 계약기간 중 언제든지 해지할 수 있으며 소비자의 사정으로 계약이 해지된 경우 계약해지로 인해 발생하는 손실에 상당하는 적정 위약금을 공제한 나머지 대금을 환급해야 할 것임(법 제29조). - 그러나 피심인의 약관 제3조 제1호 및 제2호는 원칙적으로 회원의 사정에 의한 탈퇴가 불가능하며 자신이 인정하는 특정한 경우에만 탈퇴가 가능하다고 규정하고 있으므로 이는 법률의 규정에 의한 고객의 해제권 또는 해지권을 배제하거나 그 행사를 제한하는 조항으로 약관법 제9조 제1호에 해당됨. ",,미검수
법제처 OPEN API/ftc,9771,,가원커플결혼정보의 계약서상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=9771&type=HTML,신부인도 후 사업자 면책조항,무효,조문인용 추론,위험,제14조,권리행사 제한,"2. 신부인도 후 사업자 면책조항 가. 약관조항 나. 심사의견 : 무 효 이 계약의 목적은 사업자가 주선한 외국인 배우자와 고객의 성혼이 이루어진 후 최종적으로 신부를 신랑에게 인도함으로써 종료되는 것으로 정하고 있다. 즉 고객의 성혼이라는 일의 완료를 전제로 하고 있어 도급계약의 특성을 보이고 있는 바, 원칙적으로 성혼의 완료에 따라 사업자의 계약상의 의무는 종료된다고 봄이 타당하다. 더욱이, 결혼의 성사는 사업자가 주선한 외국인 배우자와 고객간의 상호신뢰와 합의를 전제로 당사자간의 책임에 따라 결정하는 것이므로 주선과정에서 사업자의 고의ㆍ과실 책임이 없는 한 성혼이후의 당사자간의 문화적 차이, 생활방식의 차이에서 발생하는 문제에까지 사업자의 계약상 책임을 물을 수는 없다. 다만, 계약종료 후 고객과 외국인 배우자 간에 발생한 일체의 민형사상 문제에 대해 사업자에게 책임을 물을 수 없도록 하는 것은 사업자의 귀책으로 인해 발생한 문제까지 책임을 물을 수 없다는 것으로, 이는 사업자가 부담할 위험을 고객에게 부당하게 전가시키는 조항으로 약관법 제14조에 해당된다. ",,미검수
법제처 OPEN API/ftc,9771,,가원커플결혼정보의 계약서상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=9771&type=HTML,손해배상 및 위자료 조항,무효,조문인용 추론,위험,제6조,부당한 비용·세금 전가|선택권 제한·구입 강제|과도한 위약금,"3. 손해배상 및 위자료 조항 가. 약관조항 나. 심사의견 : 무 효 혼인을 파기하게 된 사유가 고객에게 있는지 외국인 신부 또는 사업자에게 있는지에 따라 손해배상의 주체가 달라진다 할 것이다. 하지만 이 약관조항은 파혼하게 된 귀책사유 구분 없이 모든 파혼에 대해 고객이 사업자 및 외국인 신부에게 손해배상을 하도록 규정하고 있는 바, 이는 고객에게 부당하게 불리한 조항으로 약관법 제6조 제2항 제1호에 해당된다. ]]> 나. 심사의견 : 무 효 민법상 유상계약의 경우 계약을 체결한 후 당사자 일방이 계약이행에 착수하기 전에는 계약금을 포기하고 계약을 해제할 수 있도록 하고 있다(민법 제565조 제1항, 제567조). 그리고 과실책임 원리에 따라 계약이후 사업자의 책임 있는 사유로 계약을 해제할 경우 계약금 반환은 물론 손해배상도 청구할 수 있다. 하지만 위 약관조항은 계약이행의 착수유무나 과실유무에 상관없이 일정시점이 지난 후에는 계약금을 반환하지 않도록 규정하고 있다. 또한 사업자의 과실로 인한 계약해제까지 계약금을 반환하지 못하도록 규정하고 있는바, 이는 고객에게 부당하게 불리한 조항으로 약관법 제6조 제2항 제1호에 해당된다. ",,미검수
법제처 OPEN API/ftc,9771,,가원커플결혼정보의 계약서상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=9771&type=HTML,손해배상 및 위자료 조항,무효,조문인용 추론,위험,제6조,부당한 비용·세금 전가|선택권 제한·구입 강제|과도한 위약금,"3. 손해배상 및 위자료 조항 가. 약관조항 나. 심사의견 : 무 효 혼인을 파기하게 된 사유가 고객에게 있는지 외국인 신부 또는 사업자에게 있는지에 따라 손해배상의 주체가 달라진다 할 것이다. 하지만 이 약관조항은 파혼하게 된 귀책사유 구분 없이 모든 파혼에 대해 고객이 사업자 및 외국인 신부에게 손해배상을 하도록 규정하고 있는 바, 이는 고객에게 부당하게 불리한 조항으로 약관법 제6조 제2항 제1호에 해당된다. ]]>",,미검수
법제처 OPEN API/ftc,10715,,건설공제조합의 하도급대금지급보증약관상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=10715&type=HTML,면책조항,무효,명시,위험,제6조,부당한 비용·세금 전가|선택권 제한·구입 강제|과도한 위약금,"2. 면책조항 (1) 약관조항 (2) 심사결과 : 무효 이 사건 약관에 따른 보증계약은 하도급법 제13조의 2에 따른 보증의무를 이행하기 위하여 체결되는 것인 바, 해당 약관조항은 건설산업기본법령상 하도급을 금지하는 공사를 하도급받거나 무자격자가 하도급 받은 공사인 때에는 보증책임이 면책되도록 하고 있음 이와 관련 건설산업기본법은 하도급과 관련하여 일괄하도급의 제한, 전문공사 하도급의 금지, 동종건설업자에 대한 하도급 제한, 재하도급 제한 등의 규정을 두고 있음 건설산업기본법은 건설공사의 적정한 시공과 건설산업의 건전한 발전을 도모함을 목적으로 하는 것이나 하도급법은 공정한 하도급거래질서를 확립하여 원사업자와 수급사업자가 대등한 지위에서 발전하도록 하려는 것으로 양 법은 그 취지나 목적을 달리함 따라서 하도급법에서 정한 원사업자와 수급사업자간의 건설위탁에 해당하면 원사업자는 하도급대금지급을 보증하여야 할 의무를 부담하고 이에 따른 보증계약을 체결하여야 할 것임 요컨대 건설산업기본법상 부적법한 하도급에 해당하면 일률적으로 보증책임을 면하도록 하는 것은 하도급법 제13조의2에 반하여 부당하게 보증의 범위를 제한하여 보증채권자의 이익을 해하는 것임 한편 피심인은 위험대비 보증수수료 수익, 보증을 하게 된 동기와 목적, 거래관행 등 제반사정을 고려하여 합리적인 범위 내에서 면책조항을 둘 수 있다고 주장함 그러나 건설산업기본법상 부적법한 하도급에 해당하기만 하면 보험사고와의 관련성 등을 불문하고 보험자가 면책되도록 하는 것은 합리적인 면책사유에 해당한다고 보기 어렵다 할 것임 또한 사업자는 부적법한 하도급의 경우까지 보증금을 지급하게 되면 사업자의 보증책임이 부당히 확대되고, 부적법한 하도급을 막을 수 없게 된다고 주장함 피심인의 증가하는 보증책임은 하도급법에 따른 보증계약을 체결하면 의당 부담해야 하는 것이고, 부적법한 하도급은 행정적 감독 또는 단속 등을 통하여 규율하여야 할 것이지 보증책임의 제한을 통해 해결할 문제는 아니라 할 것임 따라서 해당 약관조항은 고객에게 부당하게 불리한 약관조항에 해당하여 약관법 제6조 제1항, 제2항 제1호에 따라 무효임 ]]> (2) 심사결과 : 무효 하도급법 제13조의2는 원사업자로 하여금 현금 또는 건설공제조합, 보험회사 등이 발행하는 보증서를 수급사업자에게 교부하여 일정금액의 공사대금 지급을 보증하도록 하고 있음 이는 원사업자의 부도나 하도급대금 미지급에 따른 수급사업자의 연쇄부도 또는 자금난의 초래, 부실공사의 유발 등을 방지하기 위한 것인 바, 원사업자가 부도나 파산 뿐만 아니라 그 밖의 사유로 공사대금지급채무를 이행하지 아니하는 경우에도 보증금을 지급하는 보증계약을 체결하도록 하는 것임 이 사건 약관에 따른 보증계약은 하도급법 제13조의2에 따른 보증의무를 이행하기 위하여 체결되는 것인데, 보증사고를 위와 같이 제한하면 원사업자가 무자력이나 그 밖의 사유로 인하여 공사대금을 지급하지 아니하는 경우 수급사업자는 보증금을 받을 수 없게 되어 하도급법의 취지에 반함 또한 수급사업자는 위 보증계약에 대응하",,미검수
법제처 OPEN API/ftc,1255,,결혼의 전당 베르사유의 예식계약서상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=1255&type=HTML,(문서 전체 — 조항 구분 없음),무효,명시,위험,제8조,과도한 위약금,"1255 시정권고서 2010약관 (2) 심사결과 : 무효 예식계약의 경우 고객의 사정으로 인해 당해 예식일을 기준으로 예식이 임박하거나 일정기간 이내에 해약될 경우에는 피심인은 이를 대체할 고객이 없게 되어 영업상의 손실을 입게 되므로 고객의 귀책사유로 인한 계약 해제 시 고객에 대해 채무불이행에 따른 손해배상책임을 물을 수 있다. 이와 관련하여 일반적인 예식계약에 있어 사업자의 예상 매출액은 장소 임대료와 피로연 식사 제공으로 인한 수입이 주가 될 것이므로 계약 해제 시 위약금의 산정은 장소 임대와 피로연 식사 제공으로 인한 기대이익을 일정부분 반영한 수준에서 책정되는 것이 적절할 것으로 판단된다. 그러나 당초의 당해 약관조항은 고객의 귀책사유로 예식일로부터 4주전 예약 취소 시 예식비용 및 지불보증인원 식대 전액에 상당하는 금액을 위약금으로 부과하고 있으며, 변경약관에서도 예식 50일 전에 계약이 파기될 경우 지불보증인원의 50%를 배상하도록 규정하고 있다. 이는 피로연 음식재료 준비가 보통 예식일 며칠 전에 완료되는 점과 피로연 식대로 피심인이 얻을 수 있는 이익, 장소 임대료 등의 기대이익을 감안한다고 하더라도 지나치게 과도한 것으로 판단된다. 아울러 현행 소비자분쟁해결기준(예식업과 외식서비스업종)과 예식장이용 표준약관(공정거래위원회 표준약관 제10030호)상의 위약금 부과규정에 비하여서도 현재 피심인의 위약금 수준은 지나치게 과도하다고 판단된다. 따라서 당해 약관조항은 약관법 제8조 소정의 고객에게 부당하게 과중한 손해배상의무를 부담시키는 조항에 해당하여 무효이다. ]]> (2) 심사결과 : 무효 예식계약의 경우 고객의 사정으로 인해 당해 예식일을 기준으로 예식이 임박하거나 일정기간 이내에 해약될 경우에는 피심인은 이를 대체할 고객이 없게 되어 영업상의 손실을 입게 되므로 고객의 귀책사유로 인한 계약 해제 시 고객에 대해 채무불이행에 따른 손해배상책임을 물을 수 있다. 이와 관련하여 일반적인 예식계약에 있어 사업자의 예상 매출액은 장소 임대료와 피로연 식사 제공으로 인한 수입이 주가 될 것이므로 계약 해제 시 위약금의 산정은 장소 임대와 피로연 식사 제공으로 인한 기대이익을 일정부분 반영한 수준에서 책정되는 것이 적절할 것으로 판단된다. 그러나 당초의 당해 약관조항은 고객의 귀책사유로 예식일로부터 4주전 예약 취소 시 예식비용 및 지불보증인원 식대 전액에 상당하는 금액을 위약금으로 부과하고 있으며, 변경약관에서도 예식 50일 전에 계약이 파기될 경우 지불보증인원의 50%를 배상하도록 규정하고 있다. 이는 피로연 음식재료 준비가 보통 예식일 며칠 전에 완료되는 점과 피로연 식대로 피심인이 얻을 수 있는 이익, 장소 임대료 등의 기대이익을 감안한다고 하더라도 지나치게 과도한 것으로 판단된다. 아울러 현행 소비자분쟁해결기준(예식업과 외식서비스업종)과 예식장이용 표준약관(공정거래위원회 표준약관 제10030호)상의 위약금 부과규정에 비하여서도 현재 피심인의 위약금 수준은 지나치게 과도하다고 판단된다. 따라서 당해 약관조항은 약관법 제8조",,미검수
법제처 OPEN API/ftc,10781,,경상남도개발공사의 표준임대차계약서상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=10781&type=HTML,분양전환시 보수ㆍ수선 조항,무효,조문인용 추론,위험,"제7조,제11조",책임 면제|권리행사 제한,"2. 분양전환시 보수ㆍ수선 조항 가. 약관조항 나. 검토의견 : 무효 ㅇ 위 약관조항은 분양전환시 임대인의 수선 등의 책임을 외부도장에 한정하면서, 그 외의 것에 대해서는 임차인의 귀책유무를 고려하지 않고 수선 등의 책임을 임차인에게 전가하고 있음 - 그러므로 동 조항은 상당한 이유없이 사업자가 부담하여야 할 위험을 고객에게 이전시키는 조항으로 약관법 제7조 제2호에 해당됨 ]]> 나. 검토의견 : 무효 ㅇ 임대차계약에 의해 부수적으로 발생하는 임차인의 보증금 반환청구권은 채권으로서 질권설정의 방법으로 담보제공을 할 수 있음 - 이에 따라 임차인은 자금융통을 할 수 있는데 반해 임대인은 별다른 금전적 손해가 발생하지 않음 - 그러나, 위 약관조항은 임대차계약과 관련하여 어떠한 권리설정도 할 수 없도록 규정하고 있으므로 동 조항은 법률의 규정에 의한 고객의 권리를 상당한 이유없이 배제하는 조항으로 약관법 제11조 제1호에 해당됨 ",,미검수
법제처 OPEN API/ftc,10781,,경상남도개발공사의 표준임대차계약서상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=10781&type=HTML,분양전환시 보수ㆍ수선 조항,무효,조문인용 추론,위험,제7조,책임 면제,"2. 분양전환시 보수ㆍ수선 조항 가. 약관조항 나. 검토의견 : 무효 ㅇ 위 약관조항은 분양전환시 임대인의 수선 등의 책임을 외부도장에 한정하면서, 그 외의 것에 대해서는 임차인의 귀책유무를 고려하지 않고 수선 등의 책임을 임차인에게 전가하고 있음 - 그러므로 동 조항은 상당한 이유없이 사업자가 부담하여야 할 위험을 고객에게 이전시키는 조항으로 약관법 제7조 제2호에 해당됨 ]]>",,미검수
법제처 OPEN API/ftc,1113,,구글코리아(유)의 서비스 약관 및 개인정보 취급방침상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=1113&type=HTML,개인정보 유출에 대한 폭 넓은 면책을 허용하는 조항,무효,명시,위험,"제6조,제7조",부당한 비용·세금 전가|선택권 제한·구입 강제|과도한 위약금|책임 면제,"2. 개인정보 유출에 대한 폭 넓은 면책을 허용하는 조항 가. 약관조항 나. 심사의견 : 무효 정보통신망법은 법 제28조 및 동법 시행령 제15조를 통해 정보통신사업자에게 개인정보보호를 위한 각종 조치의무를 부과하고 있고, 개인정보보호를 위한 기술적ㆍ관리적 조치를 하지 않은 경우에는 3천만원 이하의 과태료를, 이러한 조치를 하지 않아 개인정보가 분실ㆍ도난ㆍ누출ㆍ변조 또는 훼손된 경우 2년 이하의 징역 또는 1천만원 이하의 벌금 및 1억원 이하의 과징금을 부과하도록 되어 있다. 즉, 온라인 사업자에게는 회원의 동의를 받아 수집하여 보관 중인 개인정보를 보호해야 하는 두터운 의무가 부여되고 있다. 고객은 자신의 개인정보가 안전하게 보관ㆍ관리, 자신의 부주의 또는 과실이 없는 한 외부에 노출되거나 타인에 의해 남용되지 않을 것이라는 믿음 하에 사업자에게 자신의 개인정보 수집 및 활용 등에 대해 동의를 하게 된다. 만일 개인정보가 유출이 되거나 제3자에 의해 악용되고 있다면, 온라인 사업자는 개인정보를 수집하여 보관하는 자로서 책임을 져야 할 것이다. 물론, 현재의 기술ㆍ보안 수준을 능가하는 해커의 등장과 같이 예기치 못한 사태로 인해 개인정보 유출이 일어나는 경우에도 사업자들은 당해 유출에 자신들의 귀책사유가 없도록 최대한의 기술적ㆍ관리적 보안 장치를 구비하는 것이 마땅하다. 그러나 피심인은 매우 극단적으로 고객 개인정보의 유출에 대하여 전적으로 책임을 면제하고 있다. 일단 사업자가 자신의 필요에 의해 고객의 개인정보를 수집하였다면, 사업자에게는 정보통신망법상의 기술적ㆍ관리적 조치를 취하여야 하는 의무 외에도 자신들이 수집ㆍ보관하는 개인정보가 유출되지 않도록 신의성실을 다 해야 할 계약상 의무가 부여되어 있다고 할 것이다. 따라서 개인정보의 유출이 발생할 경우, 이러한 유출에 사업자의 귀책사유가 있다면 책임을 지는 것이 타당하다 할 것이며, 이러한 책임을 부인하는 것은 법률에 명백한 근거가 있거나 그러한 배제사유가 그 누가 보더라도 객관적으로 타당하고 명확한 사유로 제한되어야 한다. 그럼에도 불구하고 피심인의 위 약관 조항은 사업자의 고의ㆍ과실 여부를 불문하고 모든 책임을 면책하고 있다. 이상의 내용을 살펴볼 때, 위 약관 조항은 사업자, 이행 보조자 또는 피고용자의 고의 또는 중대한 과실로 인한 법률상의 책임을 배제하는 조항으로서 약관법 제7조 제1호에 해당하여 무효이다. 3. 개인정보의 수집, 활용 등에 관한 사항을 별도 동의를 받지 않고 서비스 이용약관을 통해 포괄적으로 동의 받는 조항 가. 약관조항 나. 심사의견 : 무효 정보통신망법의 전체적인 취지로 살펴볼 때, 개인정보의 수집ㆍ활용 및 제3자 제공, 위탁에 관한 사항은 이용약관과는 별도로 구분하여 고객에게 설명하고, 이를 명확하게 인지한 상태에서 고객이 이에 대한 동의 여부를 선택할 수 있어야 한다고 볼 것이다. 즉, 고객의 개인정보를 수집하기 위해서는 정보통신망법 등이 정하는 바에 따라 개인정보의 수집, 이용 목적과 수집하는 항목, 보유 및 이용 기간 등을 고지하고 이에 대하여 개",,미검수
법제처 OPEN API/ftc,1113,,구글코리아(유)의 서비스 약관 및 개인정보 취급방침상 불공정약관조항에 대한 건,https://www.law.go.kr/DRF/lawService.do?OC=test&target=ftc&ID=1113&type=HTML,정보주체의 개인정보 열람권을 제한하는 조항,무효,명시,위험,"제6조,제11조",부당한 비용·세금 전가|선택권 제한·구입 강제|과도한 위약금|권리행사 제한,"4. 정보주체의 개인정보 열람권을 제한하는 조항 가. 약관조항 나. 심사의견 : 무효 정보주체로서 이용자에게는 사업자가 보관 중인 자신의 개인정보를 열람할 수 있는 권리, 개인정보의 이용 및 제3자 제공 내역을 요청할 수 있는 권리, 오류라 있는 개인정보에 대해 정정을 요구할 수 있는 권리 및 개인정보의 수집ㆍ이용ㆍ제공 등에 대한 동의를 철회할 수 있는 권리 등 각종 권리를 법에 의해 보호받고 있다. 정보통신망법 제30조 제4항은 고객이 자신의 개인정보에 대한 열람 또는 제공을 요구할 경우 지체 없이 필요한 조치를 하도록 되어 있다. 그러나 본인 또는 제3자의 생명, 재산 및 권익을 현저하게 해할 우려가 있거나 당해 서비스 제공자의 업무에 현저한 지장을 미칠 우려 등으로 인해 필요한 조치를 지체 없이 취할 수 없는 경우 그 사유를 이용자에게 알리는 등의 절차를 규정하고 있는 개인정보의 정정 권리와는 달리 위 법에서는 열람 또는 정정에 대해서는 예외 사유를 규정하고 있지 않다. 따라서, 정보주체의 정보 열람 및 제공 요구에 대해 사업자는 이를 거부할 수 없다고 보아야 하며, 이를 거부하는 경우 법률이 정하는 고객의 권리를 침해한다고 보아야 한다. 또한 위 법에는 오류에 대한 정정 요청에 대해서도 지체 없이 이를 처리할 수 없는 경우, 그러한 사정을 설명해야 함을 규정할 뿐, 그 자체를 거부할 수 있다는 규정은 없다. 현재 피심인의 위 약관조항은 법률이 보장하고 있는 권리로서 고객의 개인정보 접근, 수정, 삭제 요청에 대하여 '비합리적으로 반복적이거나 규칙적/과도한 기술적 노력 필요/비효율적이거나 접근이 필요하지 않은’ 경우 처리 자체를 거부할 수 있다고 규정하고 있다. 그러나 비합리적으로 반복적이거나 규칙적, 비효율적이거나 접근이 필요하지 않다는 개념의 정의가 모호한바, 이에 대한 사업자의 자의적인 해석이 개입될 가능성이 크다. 또한 이러한 자의적인 해석에 근거하여 단순히 고객의 요청을 즉각적으로 처리하지 않는 것이 아니라 아예 그 자체를 거부할 수 있다고 정하고 있다. 이상의 내용을 살펴볼 때, 고객의 개인정보 열람 및 정정 요청에 대해 추상적ㆍ포괄적 조건을 부가함으로써 요청 자체를 거부할 수 있는 권한을 사업자에게 부여하는 위 약관 조항은 법률에 따른 권리를 상당한 이유 없이 배제하거나 제한하는 조항으로서 약관법 제11조 제1호에 해당하여 무효이다. 5. 회원의 탈퇴 후에도 회원의 저작물을 영구히 사용토록 하는 조항 등 회원의 저작권을 침해하는 조항 가. 약관조항 나. 심사의견 : 무효 저작권법 제46조는, 저작재산권자는 다른 사람에게 그 저작물의 이용을 허락할 수 있으며, 이러한 허락을 받은 자는 허락받은 이용 방법 및 조건의 범위 안에서 그 저작물을 이용할 수 있다고 정하고 있다. 이에 따라 온라인 사업자들은 회원의 게시물에 대하여 서비스 제공에 필요한 범위 내에서 수정, 각색, 배포, 발행 등의 방식으로 이용할 수 있는 권리를 개별적인 동의가 아니라 이용약관에 포함시킴으로써 고객에게 동의를 얻고 있다. 이때 고객이 사업자들에게 자",,미검수
