category,id,title,has_quoted_clause,note,file_path
050_계약이행_해석,1034,주택임대차보호법 제6조의2에 따른 해지의 경우 임차인의 차임 지급의무,Y,"원문에 신청인/피신청인 지위 표기 불일치 있음(본문 ""신청인은 임차인"" vs 의견란 ""신청인(임대인)"") — 원본 그대로 기록",050_계약이행_해석/1034_묵시적갱신해지시차임지급의무.txt
050_계약이행_해석,1037,장기수선충당금 및 건물보험료 부담 주체,Y,"계약서 조항 원문 인용, 금융감독원 화재보험 약관개선 정책 참고자료 유용",050_계약이행_해석/1037_장기수선충당금건물보험료부담주체.txt
050_계약이행_해석,1038,임차목적물을 양수한 임대인이 임대차 기간 전부의 장기수선충당금을 지급해야 하는지 여부,,LH전세임대 사건 — 취약계층 관련성,050_계약이행_해석/1038_임차목적물양수임대인장기수선충당금지급의무.txt
050_계약이행_해석,21,임대차 기간에 관한 해석 및 차임 연체를 이유로 한 계약 해지,,,050_계약이행_해석/21_임대차기간해석차임연체계약해지.txt
050_계약이행_해석,22,임차인의 사용·수익의 범위,,,050_계약이행_해석/22_임차인사용수익범위.txt
050_계약이행_해석,23,임대차 목적물 파손시 임차인 부담 특약,Y,계약서 특약 원문 인용 — 귀책사유 입증책임 소재 관련 사례,050_계약이행_해석/23_임대차목적물파손시임차인부담특약.txt
050_계약이행_해석,24,장기수선충당금 반환 주체,Y,계약서 특약 원문 인용 — 포괄적 비용전가 특약이 개별항목(장기수선충당금)까지는 유효하지 않을 수 있음을 보여주는 사례,050_계약이행_해석/24_장기수선충당금반환주체.txt
050_계약이행_해석,25,임대차 계약의 당사자 확정,,,050_계약이행_해석/25_임대차계약당사자확정.txt
060_갱신_종료,1011,임차인의 계약갱신요구권 행사의 철회 가능여부,,,060_갱신_종료/1011_계약갱신요구권철회가능여부.txt
060_갱신_종료,1035,임차인의 계약갱신요구권 불행사 합의의 효력,,"**갱신요구권 포기특약의 유효성 판단기준 사례** — risk_type ""불공정 특약"" 라벨링에 직접 참고할 사례. 모녀관계(가족간 특수관계), 시세보다 현저히 저렴한 임대료라는 특별사정이 있어야 예외적으로 유효하다는 점이 핵심.",060_갱신_종료/1035_계약갱신요구권불행사합의효력.txt
060_갱신_종료,1036,실거주 목적 계약갱신거절사유의 존부,,,060_갱신_종료/1036_실거주갱신거절사유존부.txt
060_갱신_종료,1053,임대인이 실거주목적 갱신거절 후 실제 거주한 경우 주택임대차보호법 제6조의3 제5항 '정당한 사유' 판단의 기준,,,060_갱신_종료/1053_실거주갱신거절후제3자임대정당사유.txt
060_갱신_종료,1155,주택에서 공부방을 운영하는 경우 상가건물임대차보호법이 적용되는지 여부,,**거짓 실거주 갱신거절(실제론 매도계획) 적발 사례** — 위장 실거주 갱신거절 리스크 참고자료로 매우 유용,060_갱신_종료/1155_주택공부방운영상임법적용여부.txt
060_갱신_종료,1255,보증금반환약정을 하지 않은 임대차계약의 합의해지 성립 여부,,,060_갱신_종료/1255_보증금반환약정없는합의해지성립여부.txt
060_갱신_종료,1256,주택임대차보호법상 임대인의 갱신거절이 정당한지 여부,,,060_갱신_종료/1256_임대인갱신거절정당성.txt
060_갱신_종료,2378,단기 임대차계약의 종료시점 (단기 계약기간 도과하여 계속 거주한 경우 종료시점),Y,"원문 신청인/피신청인 지위표기 불일치 있음(본문 ""신청인=임차인""이나 의견란 ""신청인(임대인)"") — 원본대로 기록",060_갱신_종료/2378_단기임대차계약종료시점.txt
060_갱신_종료,2397,계약갱신 요구와 실제거주 의사에 대한 판단 (임대차 계약의 갱신거절과 손해배상),,,060_갱신_종료/2397_계약갱신요구실제거주의사판단.txt
060_갱신_종료,26,임차주택에 관한 공사 소음을 원인으로 한 계약 해지,,,060_갱신_종료/26_공사소음원인계약해지.txt
060_갱신_종료,27,임대차 갱신계약의 합의 해지,,,060_갱신_종료/27_임대차갱신계약합의해지.txt
060_갱신_종료,28,연장된 임대차계약의 종료 시기,,"""새 세입자 구해질 때까지""라는 불확정 조건부 연장약정의 위험성 사례 — 유사 리스크의 계약조항 판단에 참고",060_갱신_종료/28_연장된임대차계약종료시기.txt
060_갱신_종료,29,임대차계약의 묵시적 갱신 여부,,,060_갱신_종료/29_임대차계약묵시적갱신여부.txt
060_갱신_종료,30,임대차계약 갱신 여부,,임차인의 경제적 사정 고려한 이사준비기간 부여 사례,060_갱신_종료/30_임대차계약갱신여부.txt
060_갱신_종료,31,임대인 과실없이 임차목적물 사용불능의 경우,,2017년 포항 지진 피해자 사례 — 재난 취약계층 관련성 높음,060_갱신_종료/31_임대인과실없이사용불능.txt
060_갱신_종료,930,임차인의 명시적인 계약갱신요구 필요 여부,,형식적 요건(명시적 갱신요구)보다 실질을 우선한 해석 사례,060_갱신_종료/930_임차인명시적갱신요구필요여부.txt
060_갱신_종료,931,계약갱신요구와 보증금의 증액,,"**법정상한(5%)을 훨씬 초과하는 증액 요구(1억2천만원, 약 43%) 사례** — 갱신요구권 행사시 임대인의 과도한 증액요구를 5% 상한으로 제한한 원칙 확인 사례. risk_type ""과도한 수수료/임대료 인상"" 참고자료로 매우 유용.",060_갱신_종료/931_계약갱신요구와보증금증액.txt
060_갱신_종료,933,계약갱신요구권 거절 후 매도,,"**법 조문의 사각지대(임대 vs 매도) 사례** — 주임법 손해배상 규정은 ""임대""만 다루고 ""매도""는 규정 밖임을 확인",060_갱신_종료/933_계약갱신요구권거절후매도.txt
060_갱신_종료,935,임차인의 계약갱신요구와 임대인의 갱신거절,,실거주 사유의 진정성이 의심됐던 사례(자녀 실거주 명목이나 경제적 실익 낮음),060_갱신_종료/935_임차인갱신요구임대인갱신거절.txt
060_갱신_종료,987,기존 임대차계약 종료 확인 및 재계약 여부에 관한 확인 청구,,법개정(구법/신법 통지기간 1개월→2개월) 착오로 인한 분쟁 사례,060_갱신_종료/987_기존계약종료확인재계약여부.txt
060_갱신_종료,988,실거주 이유로 한 갱신거절과 손해배상 예정액 합의,,,060_갱신_종료/988_실거주갱신거절손해배상예정액합의.txt
060_갱신_종료,989,임대인의 임대차계약 해지 적법 여부 등,,,060_갱신_종료/989_임대인해지적법여부.txt
060_갱신_종료,990,임차인의 계약갱신요구권 포기 약정의 효력,Y,"**계약서 특약 원문 인용, 무효 판정 사례** — id=1035(예외적으로 유효했던 사례)와 대조되는 ""원칙"" 사례. 두 사례를 짝지으면 risk_type 판단 기준으로 매우 유용.",060_갱신_종료/990_계약갱신요구권포기약정효력.txt
060_갱신_종료,991,주택임대차보호법상 임대인의 갱신거절이 정당한지 여부 (2),,,060_갱신_종료/991_임대인갱신거절정당성2.txt
070_불이행_손해배상,1008,허위 실거주를 이유로 한 계약갱신거절에 대한 손해배상청구,,갱신거절 정당사유 9개호 전체 조문 포함 — 참고용,070_불이행_손해배상/1008_허위실거주갱신거절손해배상청구.txt
070_불이행_손해배상,1012,실거주 갱신거절 후 제3자에게 임대한 경우의 손해배상책임,,,070_불이행_손해배상/1012_실거주갱신거절후제3자임대손해배상3.txt
070_불이행_손해배상,1014,계약갱신요구권 거절 후 임대인이 임차목적물 임대시 손해배상책임,,,070_불이행_손해배상/1014_갱신거절후임대손해배상책임.txt
070_불이행_손해배상,1030,임대인의 원상회복 비용 청구가 적법한지 여부,Y,계약서 특약(만료후 파손확인 후 익일잔금지급) 원문 있음,070_불이행_손해배상/1030_임대인원상회복비용청구적법성.txt
070_불이행_손해배상,1031,원인이 명확하지 않은 곰팡이 발생 및 확대에 대한 책임의 소재 및 범위,,"전세임대주택(임대인-피신청인A-입주자B 구조), 과실비율 산정 매우 구체적인 사례",070_불이행_손해배상/1031_원인불명곰팡이발생확대책임.txt
070_불이행_손해배상,1032,임차인의 원상회복의무 불이행에 따른 손해배상책임,,,070_불이행_손해배상/1032_임차인원상회복불이행손해배상2.txt
070_불이행_손해배상,1033,임대인의 실거주의무 위반에 따른 손해배상책임,,"실거주 사유 갱신거절의 입증책임에 관한 중요 법리(임대인은 소명자료 없이도 거절가능, 의심할 합리적사유는 임차인이 입증)",070_불이행_손해배상/1033_임대인실거주의무위반손해배상.txt
070_불이행_손해배상,1050,"임대인이 주택을 매도하고자 실거주 사유로 임차인의 갱신요구를 거절한 뒤 해당 주택을 제3자에게 임대한 경우, 임대인에게 ""정당한 사유""가 인정되는지 여부",,,070_불이행_손해배상/1050_매도목적실거주거절후임대정당사유.txt
070_불이행_손해배상,1051,임차인의 원상회복의무 불이행에 따른 손해배상책임,,,070_불이행_손해배상/1051_임차인원상회복불이행손해배상.txt
070_불이행_손해배상,1055,계약갱신거절에 따른 손해배상청구에 관한 분쟁 (실거주 목적 갱신거절 후 제3자에게 매도한 경우),,060-933(매도는 손배규정 사각지대)과 이어지는 사례 — 이 사건은 매도가 처음부터 계획된 정황(증거)이 있어 민법 불법행위책임이 실제로 인정됨,070_불이행_손해배상/1055_실거주갱신거절후매도손해배상.txt
070_불이행_손해배상,1057,실거주 이유로 계약갱신요구권 거절 후 임대인이 제3자에 임대시 손해배상책임,,,070_불이행_손해배상/1057_실거주갱신거절후제3자임대손해배상책임2.txt
070_불이행_손해배상,1151,허위 계약갱신 거절로 인한 손해배상,,"고액 임대차(보증금 10.5억) 사건 — ""5억 인상 또는 실거주 거절 중 택일 요청"" 압박 정황",070_불이행_손해배상/1151_허위계약갱신거절손해배상.txt
070_불이행_손해배상,1152,갱신거절 후 제3자 임대에 따른 손해배상,,,070_불이행_손해배상/1152_갱신거절후제3자임대손해배상.txt
070_불이행_손해배상,1153,주택임대차보호법 제6조의3 제5항 및 제6항에 따른 손해배상책임,,,070_불이행_손해배상/1153_제6조의3제5항제6항손해배상책임.txt
070_불이행_손해배상,2359,10년 거주한 임차인의 원상회복의무 불이행에 따른 손해배상책임,,노후주택 장기거주 원상회복 기준(20년 내용연수) 매우 상세 — 향후 참고자료로 최우수,070_불이행_손해배상/2359_10년거주임차인원상회복불이행.txt
070_불이행_손해배상,2398,반려동물 사육시 원상회복 범위,,반려동물 사육금지 특약 위반 및 고령부모 부양 사정 — 계약서 특약 위반 손해배상 산정례,070_불이행_손해배상/2398_반려동물사육시원상회복범위.txt
070_불이행_손해배상,2400,임대인의 원상회복비용 공제 (내용연수 도과 물품의 잔존가치 인정여부),,"내용연수·감가상각 산정 실무기준(조달청고시, LH 수선비부담기준) 참고자료로 유용",070_불이행_손해배상/2400_임대인원상회복비용공제.txt
070_불이행_손해배상,32,임대인의 수선의무 불이행으로 인한 손해배상의 범위,,,070_불이행_손해배상/32_수선의무불이행손해배상범위.txt
070_불이행_손해배상,33,임차인이 부담하는 원상회복의무,,,070_불이행_손해배상/33_임차인부담원상회복의무.txt
070_불이행_손해배상,34,임대인의 수선의무 불이행으로 인한 계약해지 및 손해배상의 범위,,,070_불이행_손해배상/34_수선의무불이행계약해지손해배상범위.txt
070_불이행_손해배상,35,원상회복의무의 불이행,Y,"계약서 원상회복조항 원문 있음, 가치증대 항변이 배척된 사례",070_불이행_손해배상/35_원상회복의무불이행.txt
070_불이행_손해배상,36,위약금의 법률적 성질,Y,"**계약서 위약금 특약 원문** — ""과도한 위약금"" risk_type 사례에 직접 활용 가능",070_불이행_손해배상/36_위약금법률적성질.txt
070_불이행_손해배상,37,차임 연체에 따른 지연손해금,Y,"**계약서 특약(불명확한 지연이자율 조항) 원문 인용 및 그 해석례** — ""일반적으로 판결시 정하는 법정이자""라는 모호한 문구를 임의로 고이율(연20%)로 해석해 적용한 사례. risk_type ""불명확한 수수료·이자 조건""의 전형적 사례.",070_불이행_손해배상/37_차임연체지연손해금.txt
070_불이행_손해배상,937,임차인의 원상회복의무 불이행에 따른 손해배상책임,,,070_불이행_손해배상/937_임차인원상회복불이행손해배상3.txt
070_불이행_손해배상,939,계약갱신요구 거절 후 매매,,"""매도 사각지대"" 판례 3번째 사례(933, 1055와 함께) — 이번엔 실제 임차인 패소 하급심까지 인용됨, risk_type 세분화 논의시 종합참고 필수",070_불이행_손해배상/939_계약갱신요구거절후매매.txt
070_불이행_손해배상,993,계약갱신요구권 거절 후 전세권 설정 시 임대인의 손해배상책임,,"""임대""가 아닌 ""전세권 설정""이라는 또다른 조문 사각지대 형태 사례",070_불이행_손해배상/993_갱신거절후전세권설정손해배상.txt
